,0,1
human: admiring,3.3479099952942537,1.6686676659966713
human: affectionate,2.844024802391795,1.4320205707836557
human: angry,-3.1580593714923864,-0.32438495852553817
human: annoyed,-3.424000088924701,-0.5369009685080454
human: anxious,-2.199747734678691,-1.9571014153032313
human: apologetic,-1.5291848308194598,-1.3056581933851525
human: appreciative,3.705063102265529,1.5213149941883177
human: concerned,-2.5014802224037918,-1.9707552414858656
human: confused,-2.6665835677754846,-1.012735278355186
human: curious,-0.6050537541410222,1.0474239970707142
human: defensive,-2.8469182539766837,-0.4058237432850451
human: descriptive,1.3936907002906591,-0.5082797393041879
human: desperate,-2.1223932632443727,-1.7075170876000927
human: disappointed,-3.3076234056859515,-0.7593992664446181
human: encouraging,2.8715622274020727,1.5972118874800239
human: excited,2.800304578854577,2.1255086180183653
human: friendly,3.4307587621083777,1.9050986500878917
human: frustrated,-3.5859545484589286,-1.1548393378211423
human: grateful,3.631877514789824,1.0274626748773408
human: happy,3.9722366999284717,1.3028610502794544
human: indignant,-3.0439243652301364,-0.1862286882514745
human: irritated,-3.437457495863889,-0.510508415167393
human: joyful,3.833364137367694,1.3518067151999973
human: nostalgic,1.4446583139974245,1.525676933220236
human: pleased,3.9446774792724906,1.3341197107986416
human: proud,3.3511842498053057,0.7651802479720042
human: reassuring,2.390110649068172,0.8513437276991942
human: reflective,0.7720745035036694,-1.1162007357658046
human: relieved,2.7240234588071353,0.1894275484012793
human: resigned,-2.8466280507645148,-1.1146400532819705
human: sad,-3.0784262399137585,-1.522978836745569
human: sarcastic,-1.5866987322361545,0.751010250545116
human: shocked,-0.9067804686300553,0.10712179915856279
human: skeptical,-2.034181769799868,0.10776467921568236
human: surprised,0.030405495434442455,0.7332557294185578
human: sympathetic,0.19736385594639963,-1.2034474774836414
human: thankful,3.6509789444022793,0.9038161420920052
human: uncertain,-2.0779585919711883,-1.2948589260206247
human: urgent,-1.1776489117386755,-1.7067023480636114
human: worried,-2.191216436638094,-2.0104729077082695
gpt: admiring,1.6033562612386707,1.392909426649514
gpt: affectionate,1.5477858499911898,1.30474180934093
gpt: angry,-2.4160243216586514,-0.1206696090410085
gpt: annoyed,-2.6548356176416683,-0.2694621555825828
gpt: anxious,-1.0304642803614639,-1.5166546870741062
gpt: apologetic,-0.24706137941308431,-1.2724897373551265
gpt: appreciative,1.7876957818841142,1.0179092896313833
gpt: concerned,-1.438815932811238,-1.395834652138477
gpt: confused,-1.9988673213588872,-0.6045808576084384
gpt: curious,0.2635901736459391,1.1362073062860427
gpt: defensive,-2.146293127563238,-0.12824439720371075
gpt: descriptive,1.5639595796270043,-0.6836038773795124
gpt: desperate,-1.0309651770595234,-1.404179345391647
gpt: disappointed,-2.590009881195856,-0.3931766922579789
gpt: encouraging,1.4917659430690078,1.4842913874082329
gpt: excited,1.364819730151302,1.7890387312897733
gpt: friendly,1.5402295606849306,1.5948265547163205
gpt: frustrated,-2.7759273280894963,-0.5983246711668668
gpt: grateful,2.0160548038729806,0.19874742571614093
gpt: happy,1.982879154997117,0.4978407036184348
gpt: indignant,-2.2920669132730596,-0.025757546327269367
gpt: irritated,-2.6607243247837173,-0.25593639159792797
gpt: joyful,1.9193820999242384,0.6495272703920991
gpt: nostalgic,1.1831001694325998,1.7023822855838273
gpt: pleased,1.9618390428099102,0.5592826423664498
gpt: proud,2.0368053081784896,-0.03263511764152202
gpt: reassuring,1.700031308647968,0.5383308727082887
gpt: reflective,1.2074556949420927,-0.9810837273759516
gpt: relieved,2.0203388838697856,-0.3696980901710024
gpt: resigned,-2.1757969393440475,-0.6666909622203927
gpt: sad,-2.3317278458994033,-0.9051360902890502
gpt: sarcastic,-0.33532793262521055,0.9707487174356446
gpt: shocked,0.20287168285012666,0.6026315485570405
gpt: skeptical,-1.0518879577747033,0.45995209628250217
gpt: surprised,0.604926513369166,0.9386778662659983
gpt: sympathetic,1.0282604188109425,-1.0458919023951343
gpt: thankful,2.0646851497198346,0.023473570287451315
gpt: uncertain,-1.1530525609229254,-1.0687029670318269
gpt: urgent,0.17114696044578245,-1.4879942857857749
gpt: worried,-0.9414805969297744,-1.5734317154980157
