,0,1
human: admiring,-3.659998858496399,0.6426782644761948
human: affectionate,-2.8713615129826886,1.6784736758538412
human: angry,2.7069529132619596,-1.6230382479862309
human: annoyed,3.0993630343254672,-1.5521586359052983
human: anxious,2.948971524786351,0.2029179738740374
human: apologetic,1.9650107334181026,-0.06914958871779898
human: appreciative,-3.8307390037882785,1.1721829945089062
human: concerned,3.1932856140338797,0.07609061455088749
human: confused,2.8574344482245015,-0.6191594225869095
human: curious,-0.00012998293654704017,-0.8339076184478474
human: defensive,2.534798396232128,-1.3305781160724124
human: descriptive,-1.2942886136142013,-0.4636266450989238
human: desperate,2.688419858369349,-0.09528607704797798
human: disappointed,2.9469844845209234,-1.6501042142725506
human: encouraging,-3.015674908424293,1.3424176294851122
human: excited,-3.5049002431386693,-0.007272209828639587
human: friendly,-3.542554975848562,1.6650105225749514
human: frustrated,3.537752716360457,-1.2823978763646233
human: grateful,-3.622255710306728,1.0049472944938775
human: happy,-4.088388783284273,0.8580933012522204
human: indignant,2.5383303078233475,-1.6652878087228442
human: irritated,3.0970502511580467,-1.5850452087774543
human: joyful,-3.9817136109014104,0.8242910487098145
human: nostalgic,-1.5783679186271324,1.4158437025947654
human: pleased,-4.039506484573803,1.023123200927509
human: proud,-3.39522939085347,0.4524911254360886
human: reassuring,-2.2913158795070845,1.3701075080029876
human: reflective,-0.6601519193105065,-1.2084295118194994
human: relieved,-2.6470369618045475,0.12244100974614108
human: resigned,2.8428967342219664,-0.9552675989237603
human: sad,3.3578609631921523,-0.7085395737145376
human: sarcastic,0.8556135074506133,-1.4617157927906326
human: shocked,1.0813547972734288,0.8524395932287763
human: skeptical,1.5721474673695204,-1.2503367303663573
human: surprised,0.05591028265982059,1.229372159671698
human: sympathetic,0.22363161249122748,0.1658514353191631
human: thankful,-3.5906609911347966,0.9638432459746872
human: uncertain,2.5792028705826056,0.3109747058719414
human: urgent,1.9580780598903242,0.6719207509242238
human: worried,2.973225171887225,0.3157891199664726
gpt: admiring,-2.180819846120108,0.4038608549770584
gpt: affectionate,-1.5506383172521807,1.6459384773006338
gpt: angry,1.3897265674427197,-1.8233032837346623
gpt: annoyed,1.6275678212473261,-1.8498913517742892
gpt: anxious,2.035463131433132,0.8782971527260693
gpt: apologetic,0.7950842716240285,0.8202430403978735
gpt: appreciative,-2.5801851128860034,1.0210225537066915
gpt: concerned,2.439882327518956,0.38419411893400335
gpt: confused,1.8113410380317576,0.159592693149875
gpt: curious,0.7214359703411022,-0.4370648508949219
gpt: defensive,1.1964956676827951,-1.8404834525232385
gpt: descriptive,-0.64780096830407,1.8708283438283455
gpt: desperate,2.301282504155591,0.053387842000131365
gpt: disappointed,1.93694094810095,-1.290844707908769
gpt: encouraging,-1.8181093472770957,0.5469068584605828
gpt: excited,-2.5174215030566067,-0.7693621100616721
gpt: friendly,-2.8995935960702313,0.7254826341039302
gpt: frustrated,2.1777657091601093,-1.2957817392737006
gpt: grateful,-2.058418678138307,1.0654790864811317
gpt: happy,-3.238162143451697,-0.16106402913463463
gpt: indignant,1.1685277043746085,-1.981979341552313
gpt: irritated,1.7458817271948934,-1.757051871477366
gpt: joyful,-3.0959763173543693,-0.3115433112833115
gpt: nostalgic,-0.5625871079209908,1.9363196841082329
gpt: pleased,-3.3240029092329233,0.1522426773293677
gpt: proud,-1.1489614594763211,-0.473100098901977
gpt: reassuring,-0.9816041980472578,0.9222733896600089
gpt: reflective,0.04621841639803472,1.7208999471415283
gpt: relieved,-1.7015066497237437,-0.23345261072948206
gpt: resigned,1.6407974594258605,-0.7068303661135186
gpt: sad,1.2101857872641528,1.214093016159247
gpt: sarcastic,-0.01985267194497882,-1.4052204240223751
gpt: shocked,0.39490895226814715,-0.9098798081606289
gpt: skeptical,1.3285667386793583,-1.3625565484863156
gpt: surprised,-0.5997878022524473,-1.1065813180453072
gpt: sympathetic,0.8335113757947159,1.3761005085524916
gpt: thankful,-1.9985950484209067,1.0269818638005432
gpt: uncertain,1.815725826174726,0.7148683250201155
gpt: urgent,2.0276937953755234,0.23427419285733367
gpt: worried,2.2790199372417477,0.8427039633832889
