,0,1
human: admiring,1.5123673660075099,3.4207328647631337
human: affectionate,1.8684907041164707,2.773720479363318
human: angry,-1.8805727679023985,-2.5470476465533367
human: annoyed,-1.7895757718068108,-2.9693856406614607
human: anxious,-0.028738265633733297,-2.947931951925204
human: apologetic,-0.14711855449746486,-1.9606687891021402
human: appreciative,1.354135199593798,3.7648835362057285
human: concerned,-0.15777477809521062,-3.1836175808261995
human: confused,-0.8744970332234607,-2.7739986373218684
human: curious,-0.5125215404696504,0.0322201329897252
human: defensive,-1.534858173269793,-2.4147753706224946
human: descriptive,1.1794914524618425,0.751417670603425
human: desperate,-0.31878903447045925,-2.676001783291778
human: disappointed,-1.8410115193917964,-2.821977952547382
human: encouraging,1.491541798709153,2.9437050110566014
human: excited,0.15985183981874107,3.476084538873127
human: friendly,1.8431949665746512,3.463111857588875
human: frustrated,-1.5361255689566526,-3.4319490401719586
human: grateful,0.8368065272605746,3.649747805808163
human: happy,1.0620183207908735,4.023289920979464
human: indignant,-1.8296739616731061,-2.4108484936323467
human: irritated,-1.826003540647319,-2.96139735259929
human: joyful,0.9594708309671678,3.927770149636748
human: nostalgic,1.8314364229559175,1.3853208800202297
human: pleased,0.9676878315634012,4.027832100280442
human: proud,0.717086251032658,3.3115873764063433
human: reassuring,1.5796620949388327,2.1904583963893054
human: reflective,1.3799857466427765,-0.16918904767124743
human: relieved,0.23810171623262538,2.6252939129595934
human: resigned,-1.1660207221633179,-2.7619733241652997
human: sad,-0.9246120017146056,-3.302973092542313
human: sarcastic,-1.2604495574291048,-0.8017281545616092
human: shocked,-1.3769986918233093,-0.3389180183049661
human: skeptical,-1.3998707865204962,-1.4580558499338987
human: surprised,-1.1282784852504706,0.7345960654602581
human: sympathetic,1.070202689924115,-0.664122470790891
human: thankful,0.9624939349353243,3.5880768712079565
human: uncertain,-0.00042436121632479103,-2.542607313089626
human: urgent,0.43327026514400846,-1.9751300885243048
human: worried,0.086619156485047,-2.975551971752822
gpt: admiring,-1.1011391007269162,1.9842945592034802
gpt: affectionate,-1.7262424018138653,1.4548342653681996
gpt: angry,1.9334821318319486,-1.2426359537561407
gpt: annoyed,1.9797485038269906,-1.4763407255513157
gpt: anxious,-0.7192366660689251,-2.0965045296980636
gpt: apologetic,-0.7655733881856507,-0.8573458719921476
gpt: appreciative,-0.8678441386843769,2.5235821775798906
gpt: concerned,-0.19349256102288828,-2.4623092494623844
gpt: confused,-0.020201371285493944,-1.82046551816271
gpt: curious,0.4800491277647454,-0.6984541769704494
gpt: defensive,1.9360353924887226,-1.049100810499422
gpt: descriptive,-1.9366246600301502,0.5235295372746436
gpt: desperate,0.12626242608062785,-2.298939045673741
gpt: disappointed,1.4430897687678466,-1.8318886579826146
gpt: encouraging,-0.8999037115072887,1.7185761910270871
gpt: excited,0.5202554977364819,2.6505590020906267
gpt: friendly,-1.5118303562931845,2.5716097241928306
gpt: frustrated,1.4687492228499197,-2.0697130921782136
gpt: grateful,-0.1013885835244661,2.164537106739526
gpt: happy,-0.7346861485422185,3.2002366951446994
gpt: indignant,2.07520622533225,-1.009438512980634
gpt: irritated,1.8959545647986342,-1.6019631847494669
gpt: joyful,-0.31050373957179594,3.1466063764507894
gpt: nostalgic,-1.9741698454902257,0.4266502742952762
gpt: pleased,-0.6483664575220067,3.287376351887617
gpt: proud,0.13475606654240901,1.0669531478478504
gpt: reassuring,-1.0535121867251755,0.912878445935994
gpt: reflective,-1.7200787308873389,-0.16830734086325427
gpt: relieved,0.3643513456787368,1.7565707279605118
gpt: resigned,0.8384764624723426,-1.5844043814505253
gpt: sad,-1.1186680538851097,-1.2975322662101885
gpt: sarcastic,1.422151426860511,0.13205719491852574
gpt: shocked,0.9328676916219063,-0.3373213948736064
gpt: skeptical,1.4654183548296127,-1.2247017524024448
gpt: surprised,1.0426437295843927,0.6621717610712614
gpt: sympathetic,-1.3116970135653518,-0.9321200705955546
gpt: thankful,-0.023660210320273392,2.118972163428204
gpt: uncertain,-0.5766847973885082,-1.86508064318244
gpt: urgent,-0.07958104935214777,-2.040935089004943
gpt: worried,-0.6644127666747233,-2.3364934341767554
