,0,1
human: admiring,4.77623349839869,6.0688400898414505
human: affectionate,9.426349122685282,2.558678081815413
human: angry,-6.373848394573268,-6.218261377691217
human: annoyed,-6.892678405314583,-8.288001782467148
human: anxious,1.3961629376975546,-8.384186398627827
human: apologetic,-3.3270527881519563,-2.166093377183074
human: appreciative,8.572269503025378,7.911151878580005
human: concerned,2.297685014802974,-11.227644341524963
human: confused,-7.930837718335382,-2.8285690875047393
human: curious,-8.176918045876793,4.464597204150468
human: defensive,-4.558575063304792,-4.6388272873462935
human: descriptive,8.472281869329796,-2.3055728151088313
human: desperate,-0.16889360581950313,-7.681033780832149
human: disappointed,-8.834309820589434,-6.633534657820984
human: encouraging,6.56410671142813,3.6818296687764676
human: excited,0.3697035079668149,12.57804766217291
human: friendly,10.84050194711221,5.325342160366326
human: frustrated,-4.929738132163047,-10.235482650662817
human: grateful,4.011633218031803,10.099748114483074
human: happy,7.52553301931594,11.785805798654861
human: indignant,-6.691657002182129,-4.602012933216256
human: irritated,-6.97201078435381,-9.076162406292221
human: joyful,5.547431008863352,12.543618305908833
human: nostalgic,0.931147603675801,1.109280426571743
human: pleased,5.045285092174421,12.282627576034493
human: proud,1.6722420376746756,6.2056583543529245
human: reassuring,6.277247576648309,1.0941172483582162
human: reflective,7.837162599520046,-3.9857076253474903
human: relieved,-0.9112923319253832,6.870459803955902
human: resigned,-2.368580604986276,-4.879148481287475
human: sad,-3.061987898567457,-7.559121724573879
human: sarcastic,-5.5223642597779605,0.009987872450513677
human: shocked,-5.415614146730958,3.192640891369638
human: skeptical,-7.3563135023501305,-0.27761270340238514
human: surprised,-5.018467085220833,5.658330541560925
human: sympathetic,2.0600791140140173,-2.8200789807939493
human: thankful,6.801890094372304,8.84426033519375
human: uncertain,-9.971128719685138,-1.3570742698675282
human: urgent,2.981092391862793,-6.431868030832006
human: worried,1.0762304413085295,-10.689027302214686
gpt: admiring,4.386168943389047,2.7923956607368297
gpt: affectionate,11.244473024200857,0.5597373911953556
gpt: angry,-6.77614032877314,-2.375165168743637
gpt: annoyed,-9.690085326353902,-3.5419176446744878
gpt: anxious,0.2521907592691598,-11.146783714130867
gpt: apologetic,2.401362337880609,-1.9110876894375963
gpt: appreciative,10.131296324288163,6.876832800855616
gpt: concerned,-3.4830666365923055,-12.882131978964276
gpt: confused,0.4367499173233403,-6.424679578215259
gpt: curious,-2.639792843825022,0.28211135415795735
gpt: defensive,-8.758515005109995,-1.3021813915406057
gpt: descriptive,9.76558053618339,-3.954113522843405
gpt: desperate,-3.2250694684000423,-9.050653391961271
gpt: disappointed,-5.468079092392223,-4.641237652364797
gpt: encouraging,6.524607201211201,1.4760899995802608
gpt: excited,-3.6881512089337547,14.90035490463115
gpt: friendly,10.287091534056422,12.668086335488622
gpt: frustrated,-8.393990537160825,-6.4492297414869375
gpt: grateful,6.427851504502821,5.76080073545649
gpt: happy,1.4926588459687533,17.341319132703827
gpt: indignant,-9.45035619969652,-1.6516014762079283
gpt: irritated,-9.147832737221934,-4.357048719987284
gpt: joyful,0.15968431602353145,16.422665327566786
gpt: nostalgic,7.3663916235756295,-3.015907282239746
gpt: pleased,4.687265643363829,17.393471591477283
gpt: proud,1.4272178841313552,0.7687647885828655
gpt: reassuring,3.454160646909334,-0.9617119397639557
gpt: reflective,7.666029121958139,-5.388862414272335
gpt: relieved,0.6570175649789943,5.622835513172157
gpt: resigned,-2.564814147015232,-4.256643185165953
gpt: sad,3.7462675538207253,-6.100939969915904
gpt: sarcastic,-6.0289071950535025,3.9897178473288584
gpt: shocked,-10.329716764450291,4.0897015831143095
gpt: skeptical,-5.020993767202408,-1.5779341906217224
gpt: surprised,-10.078466655608093,9.050782665716328
gpt: sympathetic,3.8180164183074474,-4.3615275095132695
gpt: thankful,7.197665221489491,5.98653870579601
gpt: uncertain,3.3952701495104325,-10.648402268466135
gpt: urgent,-1.8310696216462783,-8.11587155590332
gpt: worried,-0.34996953690721205,-11.866574351140017
