,0,1
human: admiring,5.527576126308781,5.656634008861033
human: affectionate,9.603710018991297,2.249721514048779
human: angry,-6.522909188956645,-5.955148232717763
human: annoyed,-7.47276311353094,-7.813900551946493
human: anxious,1.0189181604345983,-8.512088595928672
human: apologetic,-2.855805954390147,-2.3688623018564168
human: appreciative,8.553087479773213,7.789344967270998
human: concerned,1.677657241412886,-11.355365698132134
human: confused,-8.034956030590847,-2.401664421716915
human: curious,-7.9722580923506134,4.737332155756034
human: defensive,-4.937732074641907,-4.1809142867886475
human: descriptive,8.450737228859316,-2.620092237574937
human: desperate,-0.4666259821178538,-7.671915172185393
human: disappointed,-9.14902796583664,-6.1555789731882635
human: encouraging,6.766421420569275,3.4856568657215963
human: excited,0.6354940016874162,12.58392493184187
human: friendly,10.916568962735093,5.164127028137587
human: frustrated,-5.506099707662087,-9.937522324826496
human: grateful,4.824721129430097,9.720846494455296
human: happy,7.424266510847442,11.868769625942782
human: indignant,-6.959858888564167,-4.2370522132842146
human: irritated,-7.384474258230229,-8.6987756147681
human: joyful,7.930155611989931,11.068971808540807
human: nostalgic,1.808662620536298,0.43744414358890843
human: pleased,5.8108409859030346,12.082832190228267
human: proud,2.1429978159667584,5.883553314155833
human: reassuring,6.446821991728699,0.8655321672458927
human: reflective,7.742689683383003,-4.308455393402983
human: relieved,-0.5851513595206098,6.7655845484135
human: resigned,-2.606255658644112,-4.8335993330066565
human: sad,-3.4086194998813846,-7.40357261778481
human: sarcastic,-5.205363910734689,0.1056510222042071
human: shocked,-5.24371346768811,3.342535857387363
human: skeptical,-7.218674977661959,0.03161427918256459
human: surprised,-4.77120320350761,5.770109536697715
human: sympathetic,2.214381370993461,-3.1673281289257944
human: thankful,3.698577623291534,10.420126555026126
human: uncertain,-9.98996933095472,-0.8633619518938165
human: urgent,2.755441299169009,-6.688778277849757
human: worried,0.28350338007941245,-10.80623031425616
gpt: admiring,4.11834860510107,3.557370746851961
gpt: affectionate,9.30999125365865,-0.8463295742531575
gpt: angry,-7.024184204206117,-4.816574150515432
gpt: annoyed,-7.842259080248784,-6.695037416398296
gpt: anxious,3.491345065349158,-9.355439912429791
gpt: apologetic,-0.7773303207004608,-2.7156201184408824
gpt: appreciative,8.254297242452537,5.50286222199802
gpt: concerned,2.344746193625692,-11.169869786302474
gpt: confused,-8.801328741867811,-2.2744196196818804
gpt: curious,-11.05212277672184,7.753440469733282
gpt: defensive,-4.863643222916881,-3.9886759435805965
gpt: descriptive,9.782349536493063,-3.007208194335252
gpt: desperate,0.9509368595782072,-7.588911028987932
gpt: disappointed,-9.081855500995273,-4.462219384705196
gpt: encouraging,3.8047242819618354,1.131274207536996
gpt: excited,-1.601729453794274,16.494711121103123
gpt: friendly,10.174902937851204,3.042620661397427
gpt: frustrated,-2.711615018742517,-13.065649696551782
gpt: grateful,5.98637820201909,4.972569510508076
gpt: happy,8.001861632248646,14.059225427451327
gpt: indignant,-7.256366287856712,-3.193881035067545
gpt: irritated,-3.7721710607821066,-8.742885082219052
gpt: joyful,8.335471550539141,8.752847348930251
gpt: nostalgic,2.192831497161009,-0.7684716342875476
gpt: pleased,2.493752680749214,17.81523900023504
gpt: proud,1.3759222347569606,1.913801490617
gpt: reassuring,5.436639856503965,-1.8508452904615895
gpt: reflective,7.990412447821789,-4.445319311644204
gpt: relieved,-0.07433578265717666,5.684606459772951
gpt: resigned,0.3163282198218947,-5.863664665993408
gpt: sad,-1.7814258857690888,-8.231408426631983
gpt: sarcastic,-4.553266770127035,-1.7716807751899162
gpt: shocked,-6.166273578596486,3.3254429456534833
gpt: skeptical,-9.036146075221037,-0.5699806837056811
gpt: surprised,-5.349105243847153,14.254971139191287
gpt: sympathetic,3.8813133288605437,-3.8012743653389665
gpt: thankful,-0.9090665885927213,17.13389631140921
gpt: uncertain,-10.147457828915496,1.2761658559737372
gpt: urgent,4.296895378840118,-6.009138289751446
gpt: worried,0.3204664185398636,-11.486646904561894
